TAXON_ORDER	CATEGORY	SPECIES_CODE	PRIMARY_COM_NAME	SCI_NAME	ORDER1	FAMILY	SPECIES_GROUP	REPORT_AS	ott_id	name	rank	tax_sources	flags	match_type
111	species	vartin1	Variegated Tinamou	Crypturellus variegatus	Tinamiformes	Tinamidae (Tinamous)			983483	Crypturellus variegatus	species	ncbi:858304,gbif:2477527,irmng:10199774		canonical_match
112	species	thitin1	Thicket Tinamou	Crypturellus cinnamomeus	Tinamiformes	Tinamidae (Tinamous)			3600791	Crypturellus cinnamomeus	species	ncbi:889801,gbif:2477493,irmng:10855354		canonical_match
123	species	rustin1	Rusty Tinamou	Crypturellus brevirostris	Tinamiformes	Tinamidae (Tinamous)			647584	Crypturellus brevirostris	species	ncbi:1118536,gbif:2477532,irmng:11234105		canonical_match
124	species	bartin2	Bartlett's Tinamou	Crypturellus bartletti	Tinamiformes	Tinamidae (Tinamous)			3600798	Crypturellus bartletti	species	gbif:2477556,irmng:11280190		canonical_match
125	species	smbtin1	Small-billed Tinamou	Crypturellus parvirostris	Tinamiformes	Tinamidae (Tinamous)			379420	Crypturellus parvirostris	species	ncbi:198471,gbif:2477558,irmng:11295728		canonical_match
126	species	bartin1	Barred Tinamou	Crypturellus casiquiare	Tinamiformes	Tinamidae (Tinamous)			3600788	Crypturellus casiquiare	species	gbif:2477570,irmng:11037730		canonical_match
127	species	tattin1	Tataupa Tinamou	Crypturellus tataupa	Tinamiformes	Tinamidae (Tinamous)			758347	Crypturellus tataupa	species	ncbi:57238,gbif:2477522,irmng:10761827		canonical_match
133	species	rewtin1	Red-winged Tinamou	Rhynchotus rufescens	Tinamiformes	Tinamidae (Tinamous)			224379	Rhynchotus rufescens	species	ncbi:30466,gbif:2477464,irmng:10199775		canonical_match
137	species	huatin1	Huayco Tinamou	Rhynchotus maculicollis	Tinamiformes	Tinamidae (Tinamous)			3600787	Rhynchotus maculicollis	species	gbif:2477462,irmng:10990144		canonical_match
138	species	tactin1	Taczanowski's Tinamou	Nothoprocta taczanowskii	Tinamiformes	Tinamidae (Tinamous)			3600803	Nothoprocta taczanowskii	species	gbif:2477596,irmng:10218990		canonical_match
139	species	orntin1	Ornate Tinamou	Nothoprocta ornata	Tinamiformes	Tinamidae (Tinamous)			332613	Nothoprocta ornata	species	ncbi:83376,gbif:2477575,irmng:11309803		canonical_match
143	species	chitin1	Chilean Tinamou	Nothoprocta perdicaria	Tinamiformes	Tinamidae (Tinamous)			402446	Nothoprocta perdicaria	species	ncbi:30464,gbif:2477581,irmng:10764045		canonical_match
146	species	brutin1	Brushland Tinamou	Nothoprocta cinerascens	Tinamiformes	Tinamidae (Tinamous)			292464	Nothoprocta cinerascens	species	ncbi:8807,gbif:2477593,irmng:10218991		canonical_match
149	species	andtin1	Andean Tinamou	Nothoprocta pentlandii	Tinamiformes	Tinamidae (Tinamous)			3600805	Nothoprocta pentlandii	species	gbif:2477584,irmng:10899285		canonical_match
157	species	cubtin1	Curve-billed Tinamou	Nothoprocta curvirostris	Tinamiformes	Tinamidae (Tinamous)			3600806	Nothoprocta curvirostris	species	gbif:2477572,irmng:10855286		canonical_match
161	species	whbnot1	White-bellied Nothura	Nothura boraquira	Tinamiformes	Tinamidae (Tinamous)			3600801	Nothura boraquira	species	gbif:2477599,irmng:10940145		canonical_match
162	species	lesnot1	Lesser Nothura	Nothura minor	Tinamiformes	Tinamidae (Tinamous)			3600800	Nothura minor	species	gbif:2477598,irmng:11303108		canonical_match
163	species	darnot1	Darwin's Nothura	Nothura darwinii	Tinamiformes	Tinamidae (Tinamous)			892275	Nothura darwinii	species	ncbi:555278,gbif:2477610,irmng:10218992		canonical_match
169	species	sponot1	Spotted Nothura	Nothura maculosa	Tinamiformes	Tinamidae (Tinamous)			892276	Nothura maculosa	species	ncbi:555279,gbif:2477600,irmng:11110312		canonical_match
179	species	dwatin1	Dwarf Tinamou	Taoniscus nanus	Tinamiformes	Tinamidae (Tinamous)			3600811	Taoniscus nanus	species	gbif:2477457,irmng:10218993		canonical_match
180	species	elctin1	Elegant Crested-Tinamou	Eudromia elegans	Tinamiformes	Tinamidae (Tinamous)			292461	Eudromia elegans	species	ncbi:8805,gbif:5228704,irmng:10761828		canonical_match
191	species	quctin1	Quebracho Crested-Tinamou	Eudromia formosa	Tinamiformes	Tinamidae (Tinamous)			784522	Eudromia formosa	species	ncbi:1109040,gbif:5228703,irmng:11097438		canonical_match
194	species	puntin1	Puna Tinamou	Tinamotis pentlandii	Tinamiformes	Tinamidae (Tinamous)			599078	Tinamotis pentlandii	species	ncbi:555361,gbif:2477459,irmng:11008958		canonical_match
195	species	pattin1	Patagonian Tinamou	Tinamotis ingoufi	Tinamiformes	Tinamidae (Tinamous)			599077	Tinamotis ingoufi	species	ncbi:555360,gbif:2477460,irmng:10199778		canonical_match
197	species	soucas1	Southern Cassowary	Casuarius casuarius	Casuariiformes	Casuariidae (Cassowaries and Emu)	Cassowaries and Emu		589152	Casuarius casuarius	species	ncbi:8787,gbif:5231783,irmng:10594159		canonical_match
198	species	dwacas1	Dwarf Cassowary	Casuarius bennetti	Casuariiformes	Casuariidae (Cassowaries and Emu)			402459	Casuarius bennetti	species	ncbi:30463,gbif:5231784,irmng:10453655		canonical_match
199	species	norcas1	Northern Cassowary	Casuarius unappendiculatus	Casuariiformes	Casuariidae (Cassowaries and Emu)			3600826	Casuarius unappendiculatus	species	ncbi:1740858,gbif:5231785,irmng:11188162		canonical_match
200	species	emu1	Emu	Dromaius novaehollandiae	Casuariiformes	Casuariidae (Cassowaries and Emu)			829513	Dromaius novaehollandiae	species	ncbi:8790,gbif:2495134,irmng:11282884		canonical_match
205	species	sobkiw1	Southern Brown Kiwi	Apteryx australis	Apterygiformes	Apterygidae (Kiwis)	Kiwis		412972	Apteryx australis australis	species	ncbi:61298 		sub_spp_fix_ejm
208	species	okbkiw1	Okarito Brown Kiwi	Apteryx rowi	Apterygiformes	Apterygidae (Kiwis)			165688	Apteryx rowi	species	ncbi:308060,gbif:2495141,irmng:10535241		canonical_match
209	species	nibkiw1	North Island Brown Kiwi	Apteryx mantelli	Apterygiformes	Apterygidae (Kiwis)			748998	Apteryx australis mantelli	subspecies	ncbi:202946,gbif:2495144,irmng:10989871	infraspecific	synonym_match
210	species	liskiw1	Little Spotted Kiwi	Apteryx owenii	Apterygiformes	Apterygidae (Kiwis)			241844	Apteryx owenii	species	ncbi:8824,gbif:2495142,irmng:10862264		canonical_match
211	species	grskiw1	Great Spotted Kiwi	Apteryx haastii	Apterygiformes	Apterygidae (Kiwis)			241836	Apteryx haastii	species	ncbi:8823,gbif:2495139,irmng:10218701		canonical_match
213	species	horscr1	Horned Screamer	Anhima cornuta	Anseriformes	Anhimidae (Screamers)	Screamers		767829	Anhima cornuta	species	ncbi:56280,gbif:2497983,irmng:10593076		canonical_match
214	species	souscr1	Southern Screamer	Chauna torquata	Anseriformes	Anhimidae (Screamers)			860132	Chauna torquata	species	ncbi:30388,gbif:5959222,irmng:10214742		canonical_match
215	species	norscr1	Northern Screamer	Chauna chavaria	Anseriformes	Anhimidae (Screamers)			241848	Chauna chavaria	species	ncbi:8829,gbif:5959223,irmng:11192735		canonical_match
216	species	maggoo1	Magpie Goose	Anseranas semipalmata	Anseriformes	Anseranatidae (Magpie Goose)	Waterfowl		714464	Anseranas semipalmata	species	ncbi:8851,gbif:2497981,irmng:10718729		canonical_match
217	species	spwduc1	Spotted Whistling-Duck	Dendrocygna guttata	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			737607	Dendrocygna guttata	species	ncbi:60181,gbif:2498397,irmng:10457555		canonical_match
218	species	plwduc1	Plumed Whistling-Duck	Dendrocygna eytoni	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			662615	Dendrocygna eytoni	species	ncbi:8875,gbif:2498405,irmng:10586115		canonical_match
219	species	wfwduc1	White-faced Whistling-Duck	Dendrocygna viduata	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			662622	Dendrocygna viduata	species	ncbi:8876,gbif:2498396,irmng:11254854		canonical_match
221	species	bbwduc	Black-bellied Whistling-Duck	Dendrocygna autumnalis	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			662608	Dendrocygna autumnalis	species	ncbi:8873,worms:422567,gbif:2498393,irmng:10189259		canonical_match
224	species	wiwduc1	West Indian Whistling-Duck	Dendrocygna arborea	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			662604	Dendrocygna arborea	species	ncbi:8871,worms:422568,gbif:2498406,irmng:11232988		canonical_match
226	species	fuwduc	Fulvous Whistling-Duck	Dendrocygna bicolor	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			662618	Dendrocygna bicolor	species	ncbi:8874,worms:212674,gbif:2498402,irmng:10189260		canonical_match
229	species	wawduc1	Wandering Whistling-Duck	Dendrocygna arcuata	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			662612	Dendrocygna arcuata	species	ncbi:8872,gbif:2498398,irmng:11254501		canonical_match
233	species	lewduc1	Lesser Whistling-Duck	Dendrocygna javanica	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			737604	Dendrocygna javanica	species	ncbi:60182,gbif:2498404,irmng:11096649		canonical_match
237	species	whbduc1	White-backed Duck	Thalassornis leuconotus	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			539138	Thalassornis leuconotus	species	ncbi:56306,worms:212714,gbif:2498229,irmng:10731887		canonical_match
240	species	bahgoo	Bar-headed Goose	Anser indicus	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			190897	Anser indicus	species	ncbi:8846,gbif:2498035,irmng:10189255		canonical_match
241	species	empgoo	Emperor Goose	Anser canagicus	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			166688	Anser canagica	species	ncbi:107021,gbif:2498162,irmng:11035259,irmng:11057155,irmng:10722789,irmng:10525325		synonym_match
242	species	snogoo	Snow Goose	Anser caerulescens	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			190878	Anser caerulescens	species	ncbi:8849,worms:159204,gbif:2498165,irmng:11167814,irmng:10195594		canonical_match
245	species	rosgoo	Ross's Goose	Anser rossii	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			767830	Anser rossii	species	ncbi:56281,worms:159086,irmng:10824526,irmng:10189256,irmng:10189258		canonical_match
248	species	gragoo	Graylag Goose	Anser anser	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			190887	Anser anser	species	ncbi:8843,worms:416682,gbif:2498036,irmng:10195593		canonical_match
252	species	swagoo1	Swan Goose	Anser cygnoides	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			190892	Anser cygnoides	species	ncbi:8845,gbif:2498034,irmng:11245391		canonical_match
255	species	gwfgoo	Greater White-fronted Goose	Anser albifrons	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			430239	Anser albifrons	species	ncbi:50365,worms:159159,gbif:2498017,irmng:10587752		canonical_match
266	species	lwfgoo	Lesser White-fronted Goose	Anser erythropus	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			691333	Anser erythropus	species	ncbi:132586,worms:416684,gbif:2498026,irmng:10189254		canonical_match
268	species	taibeg1	Taiga Bean-Goose	Anser fabalis	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			325140	Anser fabalis	species	ncbi:132587,worms:416685,gbif:2498027,irmng:11303089		canonical_match
272	species	tunbeg1	Tundra Bean-Goose	Anser serrirostris	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			3595909	Anser serrirostris	species	ncbi:2606890,gbif:9455781		canonical_match
276	species	pifgoo	Pink-footed Goose	Anser brachyrhynchus	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			970372	Anser brachyrhynchus	species	ncbi:132585,worms:416683,gbif:2498024,irmng:10767173		canonical_match
279	species	brant	Brant	Branta bernicla	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			135287	Branta bernicla	species	ncbi:184712,worms:159175,gbif:5232446,irmng:11345921		canonical_match
286	species	bargoo	Barnacle Goose	Branta leucopsis	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			799124	Branta leucopsis	species	ncbi:184711,worms:159177,gbif:5232464,irmng:10195591		canonical_match
292	species	cacgoo1	Cackling Goose	Branta hutchinsii	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			972531	Branta hutchinsii	species	ncbi:371860,worms:422569,gbif:5232452,irmng:11831705		canonical_match
303	species	cangoo	Canada Goose	Branta canadensis	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			714461	Branta canadensis	species	ncbi:8853,worms:159176,gbif:5232437,irmng:10585055		canonical_match
326	species	hawgoo	Hawaiian Goose	Branta sandvicensis	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			767835	Branta sandvicensis	species	ncbi:56282,gbif:5232445,irmng:11167815,irmng:10855350		canonical_match
327	species	rebgoo1	Red-breasted Goose	Branta ruficollis	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			799106	Branta ruficollis	species	ncbi:184715,worms:416687,gbif:5232451,irmng:10195592		canonical_match
332	species	cabgoo1	Cape Barren Goose	Cereopsis novaehollandiae	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			714459	Cereopsis novaehollandiae	species	ncbi:8858,gbif:5232432,irmng:11333441		canonical_match
335	species	freduc1	Freckled Duck	Stictonetta naevosa	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			962771	Stictonetta naevosa	species	ncbi:45637,gbif:2498226,irmng:10197077		canonical_match
336	species	buwgoo1	Blue-winged Goose	Cyanochen cyanoptera	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			140301	Cyanochen cyanopterus	species	ncbi:8865,gbif:2498380,irmng:10597460		synonym_match
337	species	mutswa	Mute Swan	Cygnus olor	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			140314	Cygnus olor	species	ncbi:8869,worms:159090,gbif:2498343,irmng:11123166		canonical_match
339	species	blkswa	Black Swan	Cygnus atratus	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			140312	Cygnus atratus	species	ncbi:8868,worms:225915,gbif:2498344,irmng:11127404		canonical_match
340	species	blnswa2	Black-necked Swan	Cygnus melancoryphus	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			318892	Cygnus melancoryphus	species	ncbi:41691,worms:225771,gbif:2498335,irmng:10809268,irmng:11009522		canonical_match
341	species	truswa	Trumpeter Swan	Cygnus buccinator	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			870606	Cygnus buccinator	species	ncbi:48397,worms:422570,gbif:2498345,irmng:10857024,irmng:10684629		canonical_match
343	species	tunswa	Tundra Swan	Cygnus columbianus	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			207360	Cygnus columbianus	species	ncbi:110926,worms:159088,gbif:2498338,irmng:11267548,irmng:10997958		canonical_match
349	species	whoswa	Whooper Swan	Cygnus cygnus	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			817994	Cygnus cygnus	species	ncbi:219595,worms:159089,gbif:2498347,irmng:10653035,irmng:10188964,irmng:10747340		canonical_match
353	species	cosswa1	Coscoroba Swan	Coscoroba coscoroba	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			140305	Coscoroba coscoroba	species	ncbi:8863,worms:225937,gbif:2498288,irmng:11304829		canonical_match
354	species	comduc2	Knob-billed Duck	Sarkidiornis melanotos	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			88385	Sarkidiornis melanotos	species	ncbi:8887,gbif:2498001,irmng:10939378		canonical_match
355	species	comduc3	Comb Duck	Sarkidiornis sylvicola	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			5859876	Sarkidiornis sylvicola	species	ncbi:1577981		canonical_match
356	species	harduc1	Hartlaub's Duck	Pteronetta hartlaubii	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			552056	Pteronetta hartlaubii	species	ncbi:75877,gbif:2498054,irmng:10218674		canonical_match
357	species	origoo1	Orinoco Goose	Oressochen jubatus	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			88391	Neochen jubata	species	ncbi:8882,gbif:2498320,irmng:10190392		hand_match_eliot
358	species	andgoo1	Andean Goose	Oressochen melanopterus	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			140307	Chloephaga melanoptera	species	ncbi:8860,gbif:5232422,irmng:10920825		synonym_match
359	species	uplgoo1	Upland Goose	Chloephaga picta	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			140309	Chloephaga picta	species	ncbi:8861,worms:225936,gbif:5232428,irmng:10190389		canonical_match
364	species	kelgoo1	Kelp Goose	Chloephaga hybrida	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			196652	Chloephaga hybrida	species	ncbi:658910,worms:225985,gbif:5232424,irmng:10587782		canonical_match
367	species	ashgoo1	Ashy-headed Goose	Chloephaga poliocephala	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			332099	Chloephaga poliocephala	species	ncbi:541009,worms:225992,gbif:5232423,irmng:10190390		canonical_match
368	species	ruhgoo1	Ruddy-headed Goose	Chloephaga rubidiceps	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			196647	Chloephaga rubidiceps	species	ncbi:658915,worms:225912,gbif:5232427,irmng:11384396		canonical_match
370	species	radshe1	Radjah Shelduck	Radjah radjah	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			522863	Tadorna radjah	species	ncbi:8889,gbif:2498012,irmng:11386446		synonym_match
373	species	egygoo	Egyptian Goose	Alopochen aegyptiaca	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			693339	Alopochen aegyptiaca	species	ncbi:30382,worms:416680,gbif:2498252,irmng:11075713		canonical_match
374	species	maushe1	Mauritius Shelduck	Alopochen mauritiana	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			6520262	Alopochen mauritiana	-	additions-6520262-6520262:6520262	-	new_taxon_amendment
375	species	reushe1	Reunion Shelduck	Alopochen kervazoi	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			3595947	Alopochen kervazoi	species	gbif:5788490		canonical_match
376	species	rudshe	Ruddy Shelduck	Tadorna ferruginea	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			282323	Tadorna ferruginea	species	ncbi:45639,worms:416689,gbif:2498015,irmng:11121832		canonical_match
378	species	soashe1	South African Shelduck	Tadorna cana	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			857011	Tadorna cana	species	ncbi:541015,gbif:2498010,irmng:10189262		canonical_match
379	species	ausshe1	Australian Shelduck	Tadorna tadornoides	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			282327	Tadorna tadornoides	species	ncbi:45638,worms:226001,gbif:2498007,irmng:10837616		canonical_match
380	species	parshe1	Paradise Shelduck	Tadorna variegata	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			166697	Tadorna variegata	species	ncbi:107024,worms:225970,gbif:2498011,irmng:11206317		canonical_match
381	species	comshe	Common Shelduck	Tadorna tadorna	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			30847	Tadorna tadorna	species	ncbi:75865,worms:232042,gbif:2498009,irmng:10767174		canonical_match
383	species	creshe1	Crested Shelduck	Tadorna cristata	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			3595902	Tadorna cristata	species	ncbi:2044879,gbif:2498008,irmng:10977561		canonical_match
384	species	spwgoo1	Spur-winged Goose	Plectropterus gambensis	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			822327	Plectropterus gambensis	species	ncbi:658924,gbif:5232465,irmng:11034718		canonical_match
387	species	flystd1	Flying Steamer-Duck	Tachyeres patachonicus	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			822326	Tachyeres patachonicus	species	ncbi:658927,worms:225921,gbif:2498236,irmng:11047419		canonical_match
388	species	flistd1	Flightless Steamer-Duck	Tachyeres pteneres	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			386305	Tachyeres pteneres	species	ncbi:75881,worms:405113,gbif:2498234,irmng:10924103		canonical_match
390	species	falstd1	Falkland Steamer-Duck	Tachyeres brachypterus	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			822329	Tachyeres brachypterus	species	ncbi:658925,worms:405111,gbif:2498233,irmng:11415474,irmng:10829536		canonical_match
391	species	whhstd1	White-headed Steamer-Duck	Tachyeres leucocephalus	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			822325	Tachyeres leucocephalus	species	ncbi:658926,worms:405112,gbif:2498235,irmng:11368238		canonical_match
393	species	creduc1	Crested Duck	Lophonetta specularioides	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			552046	Lophonetta specularioides	species	ncbi:75873,worms:225980,gbif:2498294,irmng:11828331,irmng:10763027,irmng:10762372		canonical_match
396	species	speduc2	Spectacled Duck	Speculanas specularis	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			552042	Speculanas specularis	species	ncbi:75879,worms:567398,gbif:2498322,irmng:11854474,irmng:10195880		canonical_match
397	species	musduc	Muscovy Duck	Cairina moschata	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			714469	Cairina moschata	species	ncbi:8855,worms:422571,gbif:9751099,irmng:10197082		canonical_match
400	species	grnpyg1	Green Pygmy-Goose	Nettapus pulchellus	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			436835	Nettapus pulchellus	species	ncbi:45642,gbif:2498309,irmng:10766390		canonical_match
401	species	copgoo1	Cotton Pygmy-Goose	Nettapus coromandelianus	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			436833	Nettapus coromandelianus	species	ncbi:45641,gbif:2498310,irmng:10197081		canonical_match
404	species	afrpyg1	African Pygmy-Goose	Nettapus auritus	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			822330	Nettapus auritus	species	ncbi:658922,worms:212675,gbif:2498313,irmng:11288491		canonical_match
405	species	rintea1	Ringed Teal	Callonetta leucophrys	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			552044	Callonetta leucophrys	species	ncbi:75871,gbif:2498384,irmng:10857958,irmng:10762313		canonical_match
406	species	wooduc	Wood Duck	Aix sponsa	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			765195	Aix sponsa	species	ncbi:8833,worms:158938,gbif:2498387,irmng:10840166		canonical_match
408	species	manduc	Mandarin Duck	Aix galericulata	Anseriformes	Anatidae (Ducks, Geese, and Waterfowl)			765197	Aix galericulata	species	ncbi:8832,worms:416679,gbif:2498388,irmng:10455803		canonical_match
